"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 01 17:11:59 UTC 2026","Sun Mar 01 17:12:02 UTC 2026","2342","tests.UI","test_left_navigation_panel","","","","test_left_navigation_panel[chromium]","Test viewing account details for a specific account."
"passed","Sun Mar 01 17:11:53 UTC 2026","Sun Mar 01 17:11:53 UTC 2026","168","tests.API","test_get_account_details","","","","test_get_account_details","Test retrieving account details for a specific customer with validation."
"passed","Sun Mar 01 17:11:52 UTC 2026","Sun Mar 01 17:11:53 UTC 2026","481","tests.API","test_fund_transfer_transaction_recording","","","","test_get_transactions","Test fund transfer creates correct debit/credit transactions in both accounts with schema validation."
"passed","Sun Mar 01 17:12:04 UTC 2026","Sun Mar 01 17:12:06 UTC 2026","1976","tests.UI","test_transfer_funds","","","","test_transfer_funds[chromium]","Test transferring funds between accounts."
"passed","Sun Mar 01 17:12:06 UTC 2026","Sun Mar 01 17:12:08 UTC 2026","1312","tests.UI","test_view_account_details","","","","test_view_account_details[chromium]","Test viewing account details for a specific account."
"passed","Sun Mar 01 17:11:51 UTC 2026","Sun Mar 01 17:11:51 UTC 2026","211","tests.API","test_create_account_with_invalid_from_account","","","","test_create_account_with_invalid_from_account_id","Test that creating a new account fails when using a non-existent from_account_id"
"passed","Sun Mar 01 17:11:57 UTC 2026","Sun Mar 01 17:11:59 UTC 2026","1579","tests.UI","test_failed_login","","","","test_failed_login[chromium]","Test that login fails with invalid credentials and displays appropriate error messages."
"passed","Sun Mar 01 17:11:52 UTC 2026","Sun Mar 01 17:11:52 UTC 2026","185","tests.API","test_create_new_account","","","","test_create_new_account","Test creating a new account for a customer with response validation."
"passed","Sun Mar 01 17:11:54 UTC 2026","Sun Mar 01 17:11:54 UTC 2026","111","tests.API","test_get_accounts_for_customer","","","","test_get_accounts_for_customer","Test retrieving accounts list for a customer with validation."
"passed","Sun Mar 01 17:12:02 UTC 2026","Sun Mar 01 17:12:03 UTC 2026","999","tests.UI","test_success_login","","","","test_success_login[chromium]","Test successful login to the Parabank application."
