"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 15 17:50:02 UTC 2026","Wed Apr 15 17:50:02 UTC 2026","142","tests.API","test_get_accounts_for_customer","","","","test_get_accounts_for_customer","Test retrieving accounts list for a customer with validation."
"passed","Wed Apr 15 17:50:01 UTC 2026","Wed Apr 15 17:50:01 UTC 2026","218","tests.API","test_get_account_details","","","","test_get_account_details","Test retrieving account details for a specific customer with validation."
"passed","Wed Apr 15 17:49:55 UTC 2026","Wed Apr 15 17:49:57 UTC 2026","1824","tests.UI","test_transfer_funds","","","","test_transfer_funds[chromium]","Test transferring funds between accounts."
"passed","Wed Apr 15 17:49:58 UTC 2026","Wed Apr 15 17:49:59 UTC 2026","294","tests.API","test_create_account_with_invalid_from_account","","","","test_create_account_with_invalid_from_account_id","Test that creating a new account fails when using a non-existent from_account_id"
"failed","Wed Apr 15 17:49:49 UTC 2026","Wed Apr 15 17:49:50 UTC 2026","826","tests.UI.accessibility","test_accessibility_home_page","","","","test_page_accessibility[chromium]",""
"passed","Wed Apr 15 17:49:51 UTC 2026","Wed Apr 15 17:49:54 UTC 2026","2356","tests.UI","test_left_navigation_panel","","","","test_left_navigation_panel[chromium]","Test viewing account details for a specific account."
"passed","Wed Apr 15 17:49:59 UTC 2026","Wed Apr 15 17:49:59 UTC 2026","375","tests.API","test_create_new_account","","","","test_create_new_account","Test creating a new account for a customer with response validation."
"passed","Wed Apr 15 17:49:58 UTC 2026","Wed Apr 15 17:49:59 UTC 2026","1204","tests.UI","test_view_account_details","","","","test_view_account_details[chromium]","Test viewing account details for a specific account."
"passed","Wed Apr 15 17:49:50 UTC 2026","Wed Apr 15 17:49:51 UTC 2026","891","tests.UI","test_failed_login","","","","test_failed_login[chromium]","Test that login fails with invalid credentials and displays appropriate error messages."
"passed","Wed Apr 15 17:49:54 UTC 2026","Wed Apr 15 17:49:55 UTC 2026","807","tests.UI","test_success_login","","","","test_success_login[chromium]","Test successful login to the Parabank application."
"passed","Wed Apr 15 17:50:00 UTC 2026","Wed Apr 15 17:50:00 UTC 2026","531","tests.API","test_fund_transfer_transaction_recording","","","","test_get_transactions","Test fund transfer creates correct debit/credit transactions in both accounts with schema validation."
