"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 21 00:15:32 UTC 2026","Sat Mar 21 00:15:32 UTC 2026","149","tests.API","test_get_account_details","","","","test_get_account_details","Test retrieving account details for a specific customer with validation."
"passed","Sat Mar 21 00:15:31 UTC 2026","Sat Mar 21 00:15:31 UTC 2026","155","tests.API","test_create_new_account","","","","test_create_new_account","Test creating a new account for a customer with response validation."
"passed","Sat Mar 21 00:15:32 UTC 2026","Sat Mar 21 00:15:33 UTC 2026","1429","tests.UI","test_view_account_details","","","","test_view_account_details[chromium]","Test viewing account details for a specific account."
"passed","Sat Mar 21 00:15:32 UTC 2026","Sat Mar 21 00:15:32 UTC 2026","289","tests.API","test_fund_transfer_transaction_recording","","","","test_get_transactions","Test fund transfer creates correct debit/credit transactions in both accounts with schema validation."
"passed","Sat Mar 21 00:15:31 UTC 2026","Sat Mar 21 00:15:31 UTC 2026","115","tests.API","test_create_account_with_invalid_from_account","","","","test_create_account_with_invalid_from_account_id","Test that creating a new account fails when using a non-existent from_account_id"
"passed","Sat Mar 21 00:15:21 UTC 2026","Sat Mar 21 00:15:23 UTC 2026","1594","tests.UI","test_failed_login","","","","test_failed_login[chromium]","Test that login fails with invalid credentials and displays appropriate error messages."
"passed","Sat Mar 21 00:15:27 UTC 2026","Sat Mar 21 00:15:28 UTC 2026","1131","tests.UI","test_success_login","","","","test_success_login[chromium]","Test successful login to the Parabank application."
"passed","Sat Mar 21 00:15:29 UTC 2026","Sat Mar 21 00:15:31 UTC 2026","2472","tests.UI","test_transfer_funds","","","","test_transfer_funds[chromium]","Test transferring funds between accounts."
"passed","Sat Mar 21 00:15:33 UTC 2026","Sat Mar 21 00:15:33 UTC 2026","142","tests.API","test_get_accounts_for_customer","","","","test_get_accounts_for_customer","Test retrieving accounts list for a customer with validation."
"passed","Sat Mar 21 00:15:24 UTC 2026","Sat Mar 21 00:15:26 UTC 2026","2496","tests.UI","test_left_navigation_panel","","","","test_left_navigation_panel[chromium]","Test viewing account details for a specific account."
